timestamp,consumption_kW,temperature_C
2025-09-01 00:00:00,2.399342830602247,25.0
2025-09-01 01:00:00,2.597794459787995,25.087383385667643
2025-09-01 02:00:00,3.0583477765768317,25.174740079418665
2025-09-01 03:00:00,3.4941163080188122,25.262043397489702
2025-09-01 04:00:00,3.343050069810991,25.34926667242138
2025-09-01 05:00:00,3.469542356546665,25.436383261204117
2025-09-01 06:00:00,3.876308700946276,25.523366553416423
2025-09-01 07:00:00,3.6727666193431516,25.610189979353258
2025-09-01 08:00:00,3.3018433498940842,25.696827018141935
2025-09-01 09:00:00,3.306900003039267,25.783251205843143
2025-09-01 10:00:00,2.848126862106334,25.86943614353454
2025-09-01 11:00:00,2.547549533290875,25.955355505374513
2025-09-01 12:00:00,2.3670274263328177,26.040983046643607
2025-09-01 13:00:00,1.614061346569364,26.12629261176116
2025-09-01 14:00:00,1.3520375183117563,26.21125814227474
2025-09-01 15:00:00,1.327650357731328,26.29585368481989
2025-09-01 16:00:00,1.0410539818458708,26.38005339904777
2025-09-01 17:00:00,1.1839270313251795,26.46383156551831
2025-09-01 18:00:00,0.899349175744492,26.547162593556372
2025-09-01 19:00:00,0.8436392293610104,26.630021029068665
2025-09-01 20:00:00,1.5466776758485707,26.71238156231884
2025-09-01 21:00:00,1.4095593767205346,26.794219035658568
2025-09-01 22:00:00,1.7294924644896807,26.875508451212134
2025-09-01 23:00:00,1.7347002005199978,26.95622497851222
2025-09-02 00:00:00,2.2362196704540707,27.036343962084562
2025-09-02 01:00:00,2.6924160834349005,27.11584092897915
2025-09-02 02:00:00,2.742783190166694,27.194691596245676
2025-09-02 03:00:00,3.3079392060336974,27.272871878350944
2025-09-02 04:00:00,3.3119374381851614,27.35035789453599
2025-09-02 05:00:00,3.4989505842308435,27.427125976110617
2025-09-02 06:00:00,3.4796919007242693,27.503152673683196
2025-09-02 07:00:00,3.9279397569697934,27.57841476432346
2025-09-02 08:00:00,3.4299478399628733,27.652889258656103
2025-09-02 09:00:00,3.0225987018777554,27.72655340788308
2025-09-02 10:00:00,3.1401169832677516,27.799384710732404
2025-09-02 11:00:00,2.4306170448057065,27.8713609203313
2025-09-02 12:00:00,2.3940680201168285,27.942460051001703
2025-09-02 13:00:00,1.638300700289903,28.012660384975955
2025-09-02 14:00:00,1.4650343813156828,28.08194047903065
2025-09-02 15:00:00,1.5135095270316252,28.150279171036622
2025-09-02 16:00:00,1.4259195683548924,28.2176555864231
2025-09-02 17:00:00,1.1906693223848832,28.28404914455398
2025-09-02 18:00:00,1.093917601659412,28.34943956501435
2025-09-02 19:00:00,1.1027333917866247,28.413806873805296
2025-09-02 20:00:00,0.9953671505358952,28.477131409445107
2025-09-02 21:00:00,1.348775808066137,28.539393828975022
2025-09-02 22:00:00,1.662171150474335,28.600575113867688
2025-09-02 23:00:00,2.2693974787061486,28.66065657583651
2025-09-03 00:00:00,2.4518543937313386,28.719619862544125
2025-09-03 01:00:00,2.3550605319232862,28.77744696320828
2025-09-03 02:00:00,3.0743406745933712,28.83412021410334
2025-09-03 03:00:00,3.191163587272533,28.889622303955818
2025-09-03 04:00:00,3.330681690469164,28.943936279232233
2025-09-03 05:00:00,3.71209073120864,28.9970455493177
2025-09-03 06:00:00,3.8370819343001985,29.048933891583644
2025-09-03 07:00:00,3.7729667406105794,29.099585456343146
2025-09-03 08:00:00,3.292480660850365,29.14898477169233
2025-09-03 09:00:00,3.198569855567947,29.197116748236382
2025-09-03 10:00:00,3.066932274783751,29.243966683698723
2025-09-03 11:00:00,2.8940187580081664,29.289520267411923
2025-09-03 12:00:00,2.2799178137238103,29.333763584689017
2025-09-03 13:00:00,2.016183736995399,29.376683121073825
